id,instance name
0,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C2.F100.S1.mps
1,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C2.F100.S2.mps
2,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C2.F100.S4.mps
3,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C2.F1000.S3.mps
4,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C2.F1000.S4.mps
5,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C2.F200.S1.mps
6,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C2.F250.S1.mps
7,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C2.F250.S2.mps
8,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C2.F250.S4.mps
9,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C2.F250.S5.mps
10,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C2.F500.S2.mps
11,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C2.F500.S5.mps
12,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C3.F100.S1.mps
13,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C3.F100.S4.mps
14,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C3.F1000.S2.mps
15,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C3.F1000.S3.mps
16,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C3.F200.S1.mps
17,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C3.F200.S4.mps
18,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C3.F200.S5.mps
19,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C3.F250.S3.mps
20,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C3.F250.S5.mps
21,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C3.F500.S2.mps
22,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C3.F500.S3.mps
23,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C4.F100.S2.mps
24,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C4.F100.S3.mps
25,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C4.F100.S4.mps
26,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C4.F100.S5.mps
27,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C4.F1000.S2.mps
28,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C4.F1000.S3.mps
29,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C4.F200.S1.mps
30,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C4.F200.S2.mps
31,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C4.F200.S3.mps
32,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C4.F250.S2.mps
33,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C4.F250.S3.mps
34,/home/manastac/benchmarks/instances/mip/data/BCOL-CLS/capacitated_lot_sizing/cls.T90.C4.F500.S2.mps
