instance_id,repetition,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,vars-clauses-ratio,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coef-variation,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-min,VCG-CLAUSE-max,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,VG-max,CG-mean,CG-coeff-variation,CG-min,CG-max,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-min,cluster-coeff-max,cluster-coeff-entropy,DIAMETER-mean,DIAMETER-coeff-variation,DIAMETER-min,DIAMETER-max,DIAMETER-entropy,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,SP-bias-mean,SP-bias-coeff-variation,SP-bias-min,SP-bias-max,SP-bias-q90,SP-bias-q10,SP-bias-q75,SP-bias-q25,SP-bias-q50,SP-unconstraint-mean,SP-unconstraint-coeff-variation,SP-unconstraint-min,SP-unconstraint-max,SP-unconstraint-q90,SP-unconstraint-q10,SP-unconstraint-q75,SP-unconstraint-q25,SP-unconstraint-q50,vars-reduced-depth-1,vars-reduced-depth-4,vars-reduced-depth-16,vars-reduced-depth-64,vars-reduced-depth-256,lobjois-mean-depth-over-vars,lobjois-log-num-nodes-over-vars
/scratch/manastac/benchmarks/instances/sat/data/SAT-encoding-crypto/sha256-41-32-preimage.cnf,1,22295.000000000,406058.000000000,17944.000000000,276244.000000000,0.242476594,0.469925139,0.064957067,0.390177317,0.607524203,0.000000000,1.000000000,2.188536280,0.000298410,0.244590272,0.000111458,0.000390103,1.585994822,0.000000000,0.007797454,0.096005705,0.000298410,0.653016160,0.000007240,0.001180116,4.080488837,0.071457477,0.069566295,0.000000000,1.000000000,2.654276359,0.000064313,0.558817359,0.000003620,0.000242539,3.189229085,0.261174903,0.000056513,0.491311124,0.000010860,0.000180999,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,8.171717172,0.046151186,8.000000000,9.000000000,0.458598586,1408.600000000,0.597918415,2434.600000000,0.559190757,3030.000000000,0.000000000,3033.000000000,1.000297024,0.905134270,0.932399936,0.273409885,1017.400000000,0.160342803,3004.800000000,0.011269622,2996.000000000,2963.000000000,3016.000000000,0.223288617,1.276821917,0.815239040,0.021853286,0.143551043,0.797474020,0.000001859,1.000000000,0.294502621,0.013716037,0.219366388,0.048044308,0.127277601,0.027238577,0.944016675,0.000000578,0.344813891,0.061265780,0.000153069,0.040061902,0.007603455,0.019174223,0.000000000,0.000724476,0.000724476,0.000724476,0.000724476,0.024058387,0.079260205
/scratch/manastac/benchmarks/instances/sat/data/SAT-encoding-crypto/sha256-30-16-preimage.cnf,1,15970.000000000,284316.000000000,12246.000000000,181475.000000000,0.304099298,0.566695137,0.067480369,0.390595582,0.609229281,0.000000000,1.000000000,2.187657037,0.000433983,0.247895707,0.000163319,0.000571615,1.598404403,0.000000000,0.009874638,0.101429949,0.000433983,0.596907117,0.000038573,0.001311475,4.187679637,0.076197559,0.073264978,0.000000000,0.696969697,2.752847282,0.000095795,0.516085337,0.000011021,0.000281030,3.201496043,0.267133214,0.000083452,0.433689619,0.000027552,0.000187354,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,7.518610422,0.084312506,7.000000000,9.000000000,0.889630693,685.272727273,0.054908590,2081.636363640,0.015574272,2084.000000000,2045.000000000,2125.000000000,0.619753136,0.164834445,0.820620783,0.007584016,627.727272727,0.040396211,2071.454545450,0.011586793,2072.000000000,2047.000000000,2100.000000000,0.110364238,0.427587247,0.812448757,0.007286138,0.151195743,0.791104732,0.000039347,0.872891541,0.311491477,0.014920994,0.225957619,0.050028516,0.133171616,0.026964027,0.946565427,0.000023065,0.217830261,0.061323088,0.000171515,0.038196707,0.007454306,0.019239916,0.000000000,0.000163319,0.000326637,0.000326637,0.000326637,0.030228946,0.086427020
/scratch/manastac/benchmarks/instances/sat/data/SAT-encoding-crypto/sha256-37-128-preimage.cnf,1,19995.000000000,361890.000000000,14405.000000000,215395.000000000,0.388059701,0.680122566,0.066877133,0.391158414,0.609083119,0.000000000,1.000000000,2.187764260,0.000368346,0.247848822,0.000138841,0.000485942,1.597019257,0.000000000,0.008621370,0.101362613,0.000368346,0.643159671,0.000032498,0.001513498,4.200902069,0.071796730,0.067281575,0.000000000,0.411764706,2.679596792,0.000081228,0.556172166,0.000013928,0.000311056,3.221273493,0.266612503,0.000071530,0.479357657,0.000018571,0.000232132,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,7.347181009,0.064796811,7.000000000,8.000000000,0.645684086,1000.142857140,0.573834228,2098.428571430,0.441340987,2432.000000000,0.000000000,2493.000000000,0.811526431,0.988683981,0.893007670,0.232407518,966.500000000,0.571467033,2139.000000000,0.404418782,2434.000000000,0.000000000,2472.000000000,0.425670421,2.183511809,0.881569132,0.224359791,0.146268928,0.798292628,0.000000905,0.755562283,0.300440808,0.014369359,0.222355423,0.048920858,0.128535025,0.027073394,0.938904375,0.000000556,0.202436518,0.061250866,0.000155326,0.038667306,0.007690887,0.019363607,0.000000000,0.000347102,0.001110725,0.001110725,0.001110725,0.030624689,0.086622044
/scratch/manastac/benchmarks/instances/sat/data/SAT-encoding-crypto/sha256-50-64-preimage.cnf,1,27470.000000000,505684.000000000,22940.000000000,358082.000000000,0.197471665,0.412201674,0.064063539,0.389682424,0.608886448,0.000000000,1.000000000,2.191041716,0.000233911,0.243791479,0.000087184,0.000305144,1.583740554,0.000000000,0.007534587,0.094729699,0.000233911,0.673076409,0.000019549,0.000910406,4.027531951,0.071452560,0.068857978,0.000000000,0.466666667,2.643426018,0.000049965,0.575177002,0.000002793,0.000187108,3.163683380,0.259046811,0.000044035,0.514099040,0.000013963,0.000139633,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,8.427983539,0.058707572,8.000000000,9.000000000,0.682738274,2118.666666670,0.720387770,2572.333333330,0.866106568,3828.000000000,0.000000000,3828.000000000,1.222681516,1.049353478,1.010241066,0.339788545,1269.200000000,0.035913800,3899.200000000,0.014896276,3910.000000000,3830.000000000,3916.000000000,0.149086415,0.386269871,0.817642934,0.004208946,0.142190442,0.795739390,0.000008006,0.834528228,0.292970148,0.013119577,0.216286765,0.047806175,0.127326607,0.027296012,0.937956310,0.000000554,0.224792331,0.061170682,0.000147162,0.041028999,0.007607289,0.019113698,0.000000000,0.000348736,0.000348736,0.000348736,0.000348736,0.021475277,0.080483250
/scratch/manastac/benchmarks/instances/sat/data/SAT-encoding-crypto/sha256-33-512-preimage.cnf,1,17695.000000000,318010.000000000,8417.000000000,87457.000000000,1.102292978,2.636186926,0.096241582,0.386363203,0.660087842,0.000000000,1.000000000,1.850829753,0.000542986,0.234927552,0.000237614,0.000831650,1.446285513,0.000000000,0.023017026,0.182180957,0.000542986,0.464600328,0.000068605,0.001017643,3.907846120,0.061282046,0.067210350,0.000000000,0.454545455,2.519566823,0.000156018,0.515869764,0.000022868,0.000400197,2.942534209,0.329053135,0.000155425,0.440427299,0.000057171,0.000308723,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,10.450323974,0.109620378,9.000000000,13.000000000,1.480953198,545.300000000,0.047416247,1486.900000000,0.017135228,1489.000000000,1440.000000000,1510.000000000,0.634554159,0.146778488,0.811851060,0.006909749,522.000000000,0.034567796,1479.937500000,0.019473836,1475.500000000,1450.000000000,1512.000000000,0.129746725,0.256808308,0.807499813,0.011232095,0.145503594,0.895905094,0.000005374,0.717627368,0.321971161,0.011536631,0.230469524,0.032807691,0.120728429,0.030543428,0.857937110,0.000027449,0.219495467,0.068408118,0.000228059,0.043288517,0.012151481,0.022311221,0.000237614,0.000237614,0.000237614,0.000237614,0.000237614,0.022573907,0.118320770
/scratch/manastac/benchmarks/instances/sat/data/SAT-encoding-crypto/sha256-31-2-preimage.cnf,1,16545.000000000,295368.000000000,12950.000000000,194024.000000000,0.277606178,0.522327135,0.066744320,0.390517103,0.607982448,0.000000000,1.000000000,2.187271465,0.000411330,0.247069021,0.000154440,0.000540541,1.594554794,0.000000000,0.009112275,0.100162866,0.000411330,0.598682684,0.000030924,0.001324578,4.142237499,0.077051130,0.075565842,0.000000000,0.743589744,2.763292974,0.000090248,0.519903141,0.000010308,0.000304086,3.196133272,0.265637241,0.000078486,0.438868966,0.000020616,0.000216468,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,7.285714286,0.062005444,7.000000000,8.000000000,0.598269589,709.555555556,0.093662635,2200.777777780,0.015391808,2189.000000000,2151.000000000,2245.000000000,0.600489646,0.300373824,0.820244229,0.015778961,666.300000000,0.024096962,2215.300000000,0.012771328,2213.500000000,2173.000000000,2239.000000000,0.096703123,0.554728740,0.814404539,0.005983983,0.151905889,0.796337531,0.000009510,0.873222192,0.312818640,0.014484200,0.227387263,0.050368321,0.133331251,0.026966592,0.950163378,0.000004416,0.217189875,0.061350549,0.000166932,0.038121394,0.007395529,0.018907438,0.000000000,0.000463320,0.000463320,0.000463320,0.000463320,0.030983005,0.102201092
/scratch/manastac/benchmarks/instances/sat/data/SAT-encoding-crypto/sha256-40-4-preimage.cnf,1,21720.000000000,394964.000000000,17789.000000000,274786.000000000,0.220979257,0.437351248,0.064737650,0.389643577,0.608168821,0.000000000,1.000000000,2.188990189,0.000301255,0.244462363,0.000112429,0.000393502,1.585473586,0.000000000,0.007758765,0.096107516,0.000301255,0.644640741,0.000021835,0.001186378,4.062508729,0.073895411,0.073269750,0.000000000,0.743589744,2.696468735,0.000064765,0.552638606,0.000010918,0.000229269,3.177771105,0.260559126,0.000056703,0.486859321,0.000018196,0.000181960,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,7.862132353,0.043850828,7.000000000,8.000000000,0.401073683,1067.000000000,0.153288527,3015.800000000,0.010338922,3036.000000000,2968.000000000,3036.000000000,0.727135978,0.457657297,0.823310220,0.019029997,1108.500000000,0.441443991,3008.125000000,0.015327430,3010.500000000,2943.000000000,3047.000000000,0.347492941,2.013190254,0.828114394,0.060545313,0.145849094,0.802953920,0.000017418,0.873231475,0.299915117,0.013581298,0.222225117,0.048284000,0.128529721,0.027129068,0.943894481,0.000000576,0.194933311,0.061216107,0.000153509,0.039409550,0.007494748,0.018881255,0.000000000,0.000393502,0.000674574,0.000674574,0.000674574,0.026775910,0.084495650
/scratch/manastac/benchmarks/instances/sat/data/SAT-encoding-crypto/sha256-36-0-preimage.cnf,1,19420.000000000,350696.000000000,15648.000000000,239176.000000000,0.241053170,0.466267518,0.065424625,0.389995015,0.607823439,0.000000000,1.000000000,2.188111865,0.000341715,0.245286637,0.000127812,0.000447342,1.588331676,0.000000000,0.008132087,0.097271465,0.000341715,0.627465197,0.000029267,0.001363013,4.098477319,0.075188942,0.074225940,0.000000000,0.743589744,2.729414531,0.000074139,0.539335030,0.000008362,0.000263404,3.183628176,0.262848279,0.000064663,0.469223274,0.000016724,0.000209051,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,7.476858345,0.066801343,7.000000000,8.000000000,0.692075725,1097.285714290,0.574227577,2280.857142860,0.441251683,2649.000000000,0.000000000,2689.000000000,0.874948121,0.881093898,0.898698733,0.241854022,953.900000000,0.460230801,2656.500000000,0.012712701,2664.500000000,2589.000000000,2695.000000000,0.311974255,2.194415580,0.827906766,0.061535501,0.148417755,0.801458731,0.000007949,0.873202093,0.306345075,0.013741041,0.224338162,0.049224406,0.130418033,0.027081871,0.946037095,0.000000579,0.209120373,0.061230243,0.000157771,0.039111984,0.007471816,0.019130097,0.000000000,0.000702965,0.000766871,0.000766871,0.000766871,0.027109838,0.084338307
/scratch/manastac/benchmarks/instances/sat/data/SAT-encoding-crypto/sha256-45-512-preimage.cnf,1,24595.000000000,450802.000000000,12276.000000000,131807.000000000,1.003502770,2.420167366,0.093136176,0.384670732,0.657988172,0.000000000,1.000000000,1.851437202,0.000376103,0.230181930,0.000162920,0.000570218,1.433396139,0.000000000,0.019225079,0.169520587,0.000376103,0.440471249,0.000045521,0.000675230,3.817772570,0.058497912,0.065195489,0.000000000,0.466666667,2.446389782,0.000106318,0.506868288,0.000015174,0.000273127,2.903555832,0.323510891,0.000105217,0.437721390,0.000022761,0.000204845,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,13.183870968,0.119240675,11.000000000,17.000000000,1.784186653,1285.833333330,1.396499913,1956.000000000,0.315634899,2132.000000000,2050.000000000,2170.000000000,0.513820086,0.356059723,0.742043441,0.315060131,777.714285714,0.238065178,2125.000000000,0.020775695,2113.000000000,2076.000000000,2161.000000000,0.210588440,1.807217292,0.809682648,0.033064438,0.137384853,0.907020472,0.000002250,0.721174780,0.302019251,0.011288505,0.220468078,0.030894284,0.109858472,0.030143457,0.871157143,0.000018838,0.218964690,0.068257334,0.000223257,0.042899003,0.011596847,0.021591176,0.001058977,0.001058977,0.001058977,0.001058977,0.001058977,0.019679035,0.096926477
/scratch/manastac/benchmarks/instances/sat/data/SAT-encoding-crypto/sha256-28-0-preimage.cnf,1,14820.000000000,262168.000000000,11341.000000000,167042.000000000,0.306763072,0.569473546,0.067893105,0.390577648,0.607349102,0.000000000,1.000000000,2.184900911,0.000467972,0.248767347,0.000176351,0.000617230,1.599760867,0.000000000,0.009871769,0.102818453,0.000467972,0.584463496,0.000035919,0.001424791,4.198858650,0.079141713,0.077581096,0.000000000,1.000000000,2.802821559,0.000103686,0.508872726,0.000005987,0.000281366,3.189485956,0.268178063,0.000090069,0.425004792,0.000029933,0.000197555,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,7.326007326,0.063984373,7.000000000,8.000000000,0.631314959,639.600000000,0.078697434,1925.400000000,0.014528411,1920.500000000,1884.000000000,1960.000000000,0.687970336,0.229009471,0.820216368,0.008023250,621.250000000,0.171034881,1902.500000000,0.017083075,1904.500000000,1838.000000000,1930.000000000,0.201743706,1.298090726,0.815820124,0.018290643,0.155575044,0.794946298,0.000019166,1.000000000,0.317346104,0.015366983,0.229334619,0.051767346,0.137255703,0.026933687,0.953391984,0.000034271,0.231264746,0.061347843,0.000176291,0.037583475,0.007431924,0.018882449,0.000000000,0.000969932,0.000969932,0.000969932,0.000969932,0.028497718,0.114898974
