,seed,incumbent,challenger,selected_instances,additional_time,selection
0,2,87,50,4,246.5973,udd-1.4-0.2
1,2,87,50,5,242.7225,discrimination-1.12
2,2,87,50,5,242.4056,variance
3,2,87,50,10,4278.9967,random
4,4,6,87,10,3338.0326999999997,random
5,4,6,87,10,166.9741,variance
6,4,6,87,10,137.00940000000003,discrimination-1.12
7,6,72,88,10,195.30610000000001,variance
8,7,17,72,10,141.3172,variance
9,6,72,88,10,3960.3351000000007,random
10,2,87,50,10,6001.66,uncertainty
11,6,72,88,10,195.3061,discrimination-1.12
12,7,17,72,10,104.19350000000001,discrimination-1.12
13,7,17,72,10,3967.0991000000004,random
14,6,72,88,10,6001.215999999999,uncertainty
15,4,6,87,10,5673.8150000000005,uncertainty
16,4,6,87,10,2681.2141,udd-1.4-0.2
17,6,72,88,10,3796.4434,udd-1.4-0.2
18,7,17,72,10,5927.484,uncertainty
19,7,17,72,10,5092.517,udd-1.4-0.2
