,seed,incumbent,challenger,selected_instances,additional_time,selection
0,5,95,89,10,29959.0157,random
1,5,95,89,10,40322.33699999999,discrimination-1.12
2,5,95,89,10,40322.33699999999,variance
3,5,95,89,10,37444.36719999999,uncertainty
4,5,95,89,10,18966.288,udd-1.4-0.2
5,6,15,89,1,862.456,uncertainty
6,6,15,95,10,61292.758499999996,uncertainty
7,1,89,48,5,11452.298999999999,variance
8,1,89,95,10,34694.8206,variance
9,1,89,48,5,20528.863999999998,random
10,1,89,95,10,19818.654899999998,random
11,6,15,89,10,35110.149000000005,random
12,6,15,95,10,0.0,random
13,6,15,89,10,46028.785,variance
14,6,15,95,10,40437.4353,variance
15,4,15,21,1,18000.18,variance
16,4,15,48,10,50033.19179999999,variance
17,4,15,72,1,990.7318,variance
18,4,15,89,10,38103.169,variance
19,8,89,15,10,16219.571,random
20,8,89,95,10,0.0,random
21,8,89,15,10,18162.384,variance
22,8,89,95,10,22154.2666,variance
23,1,89,48,10,11526.654999999999,udd-1.4-0.2
24,1,89,95,10,12753.3924,udd-1.4-0.2
25,1,89,48,10,16451.293,discrimination-1.12
26,1,89,95,10,31065.936899999997,discrimination-1.12
27,1,89,48,10,19611.082000000006,uncertainty
28,1,89,95,10,52171.916900000004,uncertainty
29,4,15,21,1,18000.18,discrimination-1.12
30,4,15,48,10,50033.19179999999,discrimination-1.12
31,4,15,72,1,990.7318,discrimination-1.12
32,4,15,89,10,38103.169,discrimination-1.12
33,6,15,89,10,46028.785,discrimination-1.12
34,6,15,95,10,40437.4353,discrimination-1.12
35,8,89,15,10,18162.384,discrimination-1.12
36,8,89,95,10,22154.2666,discrimination-1.12
37,8,89,15,10,13297.587999999998,uncertainty
38,8,89,95,10,11591.739,uncertainty
39,6,15,89,10,11851.723000000002,udd-1.4-0.2
40,6,15,95,10,43261.1859,udd-1.4-0.2
41,4,15,21,1,9583.828,uncertainty
42,4,15,48,10,64114.67399999999,uncertainty
43,4,15,72,1,9618.681999999999,uncertainty
44,4,15,89,10,44326.89480000001,uncertainty
45,8,89,15,10,1629.748,udd-1.4-0.2
46,8,89,95,10,20510.207000000002,udd-1.4-0.2
47,4,15,21,1,10462.900000000001,udd-1.4-0.2
48,4,15,48,10,25604.495,udd-1.4-0.2
49,4,15,72,3,14976.268,udd-1.4-0.2
50,4,15,89,10,23486.358,udd-1.4-0.2
51,4,15,21,3,1010.1179999999999,random
52,4,15,48,10,66508.3449,random
53,4,15,72,5,2332.934,random
54,4,15,89,10,28850.472,random
55,3,21,0,1,3684.528,uncertainty
56,3,21,9,10,47655.426,uncertainty
57,3,21,34,10,30924.6355,uncertainty
58,3,21,48,10,62178.213,uncertainty
59,3,21,50,10,32742.663,uncertainty
60,3,21,66,2,28503.940000000002,uncertainty
61,3,21,72,10,32815.968,uncertainty
62,3,21,95,10,56854.2336,uncertainty
63,3,21,0,3,3684.528,udd-1.4-0.2
64,3,21,9,10,53536.21400000001,udd-1.4-0.2
65,3,21,34,10,39920.846,udd-1.4-0.2
66,3,21,48,10,33525.255000000005,udd-1.4-0.2
67,3,21,50,10,23230.202,udd-1.4-0.2
68,3,21,66,9,43640.043000000005,udd-1.4-0.2
69,3,21,72,10,15254.723,udd-1.4-0.2
70,3,21,95,10,36842.7136,udd-1.4-0.2
71,3,21,0,5,27266.218999999997,random
72,3,21,9,10,42068.92999999999,random
73,3,21,34,10,28169.2635,random
74,3,21,48,10,45034.78200000001,random
75,3,21,50,10,81889.898,random
76,3,21,66,10,20347.214,random
77,3,21,72,10,6801.228999999999,random
78,3,21,95,10,38212.2959,random
79,3,21,0,9,12422.155999999999,discrimination-1.12
80,3,21,9,10,37121.484,discrimination-1.12
81,3,21,34,10,56855.717,discrimination-1.12
82,3,21,48,10,34890.192,discrimination-1.12
83,3,21,50,10,62937.372,discrimination-1.12
84,3,21,66,10,42352.757,discrimination-1.12
85,3,21,72,10,46450.461,discrimination-1.12
86,3,21,95,10,51992.0856,discrimination-1.12
87,3,21,0,10,31531.7762,variance
88,3,21,9,10,44779.828,variance
89,3,21,34,10,56855.717,variance
90,3,21,48,10,39819.763,variance
91,3,21,50,10,62937.372,variance
92,3,21,66,10,55028.946,variance
93,3,21,72,10,46450.461,variance
94,3,21,95,10,38813.7786,variance
