,seed,incumbent,challenger,selected_instances,additional_time,selection
0,2,33,17,10,2445.876,random
1,2,33,18,10,1830.8336999999997,random
2,2,33,36,7,1990.1879000000001,random
3,2,33,77,10,2565.8597,random
4,2,33,17,10,0.051000000000000004,discrimination-1.12
5,2,33,18,10,0.0557,discrimination-1.12
6,2,33,36,10,0.0474,discrimination-1.12
7,2,33,77,10,0.048,discrimination-1.12
8,2,33,17,10,0.1523,variance
9,2,33,18,10,0.18749999999999997,variance
10,2,33,36,10,0.1744,variance
11,2,33,77,10,0.1672,variance
12,6,43,2,10,1275.5708,random
13,6,43,7,10,1520.3187,random
14,6,43,17,10,2500.3346,random
15,6,43,21,10,2419.6309,random
16,6,43,33,10,1805.5922,random
17,6,43,35,10,2413.178,random
18,6,43,2,10,0.38199999999999995,variance
19,6,43,7,10,0.4076,variance
20,6,43,17,10,0.3443,variance
21,6,43,21,10,0.3618,variance
22,6,43,33,10,5.5467,variance
23,6,43,35,10,0.4285,variance
24,6,43,2,10,0.052599999999999994,discrimination-1.12
25,6,43,7,10,0.0556,discrimination-1.12
26,6,43,17,10,0.055799999999999995,discrimination-1.12
27,6,43,21,10,0.048600000000000004,discrimination-1.12
28,6,43,33,10,0.055600000000000004,discrimination-1.12
29,6,43,35,10,0.056100000000000004,discrimination-1.12
30,2,33,17,10,0.031100000000000003,uncertainty
31,2,33,18,10,0.0315,uncertainty
32,2,33,36,10,0.0306,uncertainty
33,2,33,77,10,0.029799999999999997,uncertainty
34,7,0,1,10,1271.3779000000002,random
35,7,0,2,10,2116.1543,random
36,7,0,7,10,2163.5950000000003,random
37,7,0,17,10,1990.6644,random
38,7,0,21,10,605.0975999999999,random
39,7,0,33,10,1919.3618000000001,random
40,7,0,35,10,2260.4768999999997,random
41,7,0,43,10,1855.6689000000001,random
42,7,0,49,10,2015.5428,random
43,7,0,71,10,136.9537,random
44,7,0,77,10,3008.4574,random
45,7,0,95,3,600.851,random
46,7,0,1,10,0.15339999999999998,variance
47,7,0,2,10,0.15390000000000004,variance
48,7,0,7,10,0.2122,variance
49,7,0,17,10,0.1533,variance
50,7,0,21,10,0.1526,variance
51,7,0,33,10,0.213,variance
52,7,0,35,10,0.2134,variance
53,7,0,43,10,0.23550000000000004,variance
54,7,0,49,10,0.21280000000000002,variance
55,7,0,71,10,0.15109999999999998,variance
56,7,0,77,10,0.1523,variance
57,7,0,95,10,0.29610000000000003,variance
58,7,0,1,10,0.0849,discrimination-1.12
59,7,0,2,10,0.0668,discrimination-1.12
60,7,0,7,10,0.0658,discrimination-1.12
61,7,0,17,10,0.0658,discrimination-1.12
62,7,0,21,10,0.0648,discrimination-1.12
63,7,0,33,10,0.066,discrimination-1.12
64,7,0,35,10,0.0663,discrimination-1.12
