,seed,incumbent,challenger,selected_instances,additional_time,selection
0,4,29,77,1,56.70569999999999,random
1,4,29,77,10,83.6878,discrimination-1.12
2,4,29,77,10,101.03390000000002,variance
3,5,36,77,10,328.618,random
4,5,36,77,10,74.6255,variance
5,5,36,77,10,71.1969,discrimination-1.12
6,7,36,77,10,656.1481000000001,random
7,7,36,77,10,69.0176,discrimination-1.12
8,7,36,77,10,71.83869999999999,variance
9,0,31,93,10,809.0561,random
10,0,31,93,10,260.3402,variance
11,0,31,93,10,260.3402,discrimination-1.12
12,9,25,28,1,5.9997,variance
13,9,25,77,10,183.6249,variance
14,9,25,28,1,7.2354,discrimination-1.12
15,9,25,77,10,130.10229999999999,discrimination-1.12
16,9,25,28,1,59.5403,random
17,9,25,77,10,463.56940000000003,random
18,5,36,77,10,145.5924,uncertainty
19,0,31,93,10,258.0202,uncertainty
20,4,29,77,10,110.65639999999999,uncertainty
21,7,36,77,10,101.9572,uncertainty
22,0,31,93,10,660.2750000000001,udd-1.4-0.2
23,9,25,28,1,33.6113,uncertainty
24,9,25,77,10,209.02009999999996,uncertainty
25,8,50,31,10,723.5625000000001,random
26,8,50,35,10,590.0445,random
27,8,50,93,1,258.8154,random
28,4,29,77,10,122.07399999999998,udd-1.4-0.2
29,5,36,77,10,263.6346,udd-1.4-0.2
30,7,36,77,10,193.33399999999997,udd-1.4-0.2
31,9,25,28,1,6.0746,udd-1.4-0.2
32,9,25,77,10,253.93220000000002,udd-1.4-0.2
33,8,50,31,10,352.08,discrimination-1.12
34,8,50,35,10,262.8087,discrimination-1.12
35,8,50,93,10,395.9741,discrimination-1.12
36,8,50,31,10,347.92749999999995,variance
37,8,50,35,10,267.0382,variance
38,8,50,93,10,384.0983,variance
39,8,50,31,10,413.9323,uncertainty
40,8,50,35,10,342.86760000000004,uncertainty
41,8,50,93,1,88.0057,uncertainty
42,2,83,1,8,439.8161,variance
43,2,83,23,10,574.6901999999999,variance
44,2,83,40,9,616.9527999999999,variance
45,2,83,42,6,293.9173,variance
46,2,83,87,10,482.89070000000004,variance
47,2,83,1,8,299.9913,discrimination-1.12
48,2,83,23,10,561.2291,discrimination-1.12
49,2,83,40,10,643.5121,discrimination-1.12
50,2,83,42,7,308.4763,discrimination-1.12
51,2,83,87,10,405.9297,discrimination-1.12
52,2,83,1,10,2700.1081000000004,random
53,2,83,23,10,1200.9017000000001,random
54,2,83,40,10,1605.9582999999998,random
55,2,83,42,10,1015.1980000000001,random
56,2,83,87,10,2600.1871,random
57,8,50,31,10,540.6281,udd-1.4-0.2
58,8,50,35,10,358.96169999999995,udd-1.4-0.2
59,8,50,93,10,587.6121,udd-1.4-0.2
60,6,1,17,10,1846.3837,random
61,6,1,23,10,1673.4356000000002,random
62,6,1,40,10,1596.8429,random
63,6,1,49,10,1398.4845999999998,random
64,6,1,52,10,1030.1748,random
65,6,1,83,1,298.6861,random
66,6,1,89,5,1089.9859,random
67,6,1,17,10,595.1398,variance
68,6,1,23,10,474.2178,variance
69,6,1,40,10,761.7466,variance
70,6,1,49,10,468.8655,variance
71,6,1,52,10,668.1989,variance
72,6,1,83,10,705.4461,variance
73,6,1,89,4,294.7681,variance
74,2,83,1,7,419.94809999999995,uncertainty
75,2,83,23,10,923.3735999999999,uncertainty
76,2,83,40,9,843.0923,uncertainty
77,2,83,42,7,345.67400000000004,uncertainty
78,2,83,87,10,462.55730000000005,uncertainty
79,6,1,17,10,293.20709999999997,discrimination-1.12
80,6,1,23,10,394.5871,discrimination-1.12
81,6,1,40,10,397.9347,discrimination-1.12
82,6,1,49,10,276.35620000000006,discrimination-1.12
83,6,1,52,10,373.3591,discrimination-1.12
84,6,1,83,10,409.7776,discrimination-1.12
85,6,1,89,6,205.66750000000002,discrimination-1.12
86,2,83,1,10,524.3314,udd-1.4-0.2
87,2,83,23,10,1096.1372,udd-1.4-0.2
88,2,83,40,10,733.9343,udd-1.4-0.2
89,2,83,42,6,463.0645,udd-1.4-0.2
90,2,83,87,10,754.8003,udd-1.4-0.2
91,6,1,17,10,350.51189999999997,uncertainty
92,6,1,23,10,449.816,uncertainty
93,6,1,40,10,399.39740000000006,uncertainty
94,6,1,49,10,352.7546,uncertainty
95,6,1,52,10,373.82449999999994,uncertainty
96,6,1,83,10,413.5121,uncertainty
97,6,1,89,9,438.891,uncertainty
98,6,1,17,10,379.8347,udd-1.4-0.2
99,6,1,23,10,625.0544,udd-1.4-0.2
100,6,1,40,10,928.8558,udd-1.4-0.2
101,6,1,49,10,674.8685,udd-1.4-0.2
102,6,1,52,10,625.6664999999999,udd-1.4-0.2
103,6,1,83,10,510.15639999999996,udd-1.4-0.2
104,6,1,89,6,163.9967,udd-1.4-0.2
