,seed,incumbent,challenger,selected_instances,additional_time,selection
0,3,89,15,10,30917.112999999998,discrimination-1.12
1,3,89,48,10,72218.663,discrimination-1.12
2,3,89,95,10,32181.786200000002,discrimination-1.12
3,3,89,15,10,37447.420999999995,variance
4,3,89,48,10,72218.663,variance
5,3,89,95,10,32181.786200000002,variance
6,3,89,15,10,24843.448,random
7,3,89,48,10,0.0,random
8,3,89,95,10,19336.2779,random
9,5,89,0,10,31611.57,random
10,5,89,15,10,0.0,random
11,5,89,48,1,9651.253999999999,random
12,5,89,50,4,9956.541,random
13,5,89,72,10,23816.731,random
14,3,89,15,10,23274.391999999996,uncertainty
15,3,89,48,10,22389.190000000002,uncertainty
16,3,89,95,10,30089.192500000005,uncertainty
17,4,95,0,3,645.8340000000001,random
18,4,95,6,1,1122.6599999999999,random
19,4,95,14,3,25035.671000000002,random
20,4,95,15,10,27992.112999999998,random
21,4,95,21,7,9585.6037,random
22,4,95,48,10,30569.203999999998,random
23,4,95,57,3,9341.4865,random
24,4,95,89,10,39939.560300000005,random
25,4,95,0,1,18000.22,discrimination-1.12
26,4,95,6,1,9090.5337,discrimination-1.12
27,4,95,14,10,61857.2498,discrimination-1.12
28,4,95,15,10,50841.280199999994,discrimination-1.12
29,4,95,21,2,27048.5527,discrimination-1.12
30,4,95,48,10,64129.4933,discrimination-1.12
31,4,95,57,4,18677.264000000003,discrimination-1.12
32,4,95,89,10,33713.1049,discrimination-1.12
33,4,95,0,1,18000.22,variance
34,4,95,6,1,9090.5337,variance
35,4,95,14,10,61857.2498,variance
36,4,95,15,10,50841.280199999994,variance
37,4,95,21,2,27048.5527,variance
38,4,95,48,10,64129.4933,variance
39,4,95,57,4,18677.264000000003,variance
40,4,95,89,10,33713.1049,variance
41,8,89,21,7,42105.835999999996,discrimination-1.12
42,8,89,34,10,26576.987,discrimination-1.12
43,8,89,48,10,43073.657999999996,discrimination-1.12
44,8,89,50,1,9283.065,discrimination-1.12
45,8,89,95,10,30538.0433,discrimination-1.12
46,5,89,0,10,43402.791,variance
47,5,89,15,10,37833.354,variance
48,5,89,48,6,34083.434,variance
49,5,89,50,7,38339.79,variance
50,5,89,72,10,30580.114999999998,variance
51,4,95,0,1,3221.5564,uncertainty
52,4,95,6,7,60876.2527,uncertainty
53,4,95,14,10,52040.45,uncertainty
54,4,95,15,10,28689.482399999994,uncertainty
55,4,95,21,2,11378.5394,uncertainty
56,4,95,48,10,75970.5714,uncertainty
57,4,95,57,2,9566.277699999999,uncertainty
58,4,95,89,10,28085.891000000003,uncertainty
59,8,89,21,7,42105.835999999996,variance
60,8,89,34,10,26576.987,variance
61,8,89,48,10,43073.657999999996,variance
62,8,89,50,1,9283.065,variance
63,8,89,95,10,30538.0433,variance
64,5,89,0,10,30273.886,uncertainty
65,5,89,15,10,10395.828,uncertainty
66,5,89,48,7,31780.393000000004,uncertainty
67,5,89,50,5,41130.047,uncertainty
68,5,89,72,10,14388.804999999998,uncertainty
69,8,89,21,10,16680.999,random
70,8,89,34,10,0.0,random
71,8,89,48,10,3935.027,random
72,8,89,50,2,5382.539,random
73,8,89,95,10,48780.919700000006,random
74,5,89,0,9,41139.267,discrimination-1.12
75,5,89,15,10,23512.22,discrimination-1.12
76,5,89,48,6,34083.434,discrimination-1.12
77,5,89,50,7,38339.79,discrimination-1.12
78,5,89,72,10,29156.303,discrimination-1.12
79,8,89,21,10,77441.33,uncertainty
80,8,89,34,10,45675.284,uncertainty
81,8,89,48,10,61333.092,uncertainty
82,8,89,50,10,48370.082,uncertainty
83,8,89,95,10,21873.1107,uncertainty
84,3,89,15,10,17946.56,udd-1.4-0.2
85,3,89,48,10,24599.893,udd-1.4-0.2
86,3,89,95,10,22788.7512,udd-1.4-0.2
87,9,48,13,3,9293.232,random
88,9,48,15,10,64840.014,random
89,9,48,22,8,9262.892,random
90,9,48,34,10,31109.155,random
91,9,48,42,1,9234.302,random
92,9,48,46,3,15083.429,random
93,9,48,49,10,47387.47189999999,random
94,9,48,50,10,42112.792,random
95,9,48,72,10,20434.643,random
96,9,48,89,10,40622.362,random
97,9,48,95,10,50060.0459,random
98,9,48,13,1,7522.407,uncertainty
99,9,48,15,10,72230.59999999999,uncertainty
100,9,48,22,8,54839.908,uncertainty
101,9,48,34,10,50634.08200000001,uncertainty
102,9,48,42,2,11762.532,uncertainty
103,9,48,46,4,12736.912,uncertainty
104,9,48,49,10,90523.699,uncertainty
105,9,48,50,10,112098.22300000001,uncertainty
106,9,48,72,4,14993.136999999999,uncertainty
107,9,48,89,10,39307.66399999999,uncertainty
108,9,48,95,10,49079.9226,uncertainty
109,9,48,13,2,25522.576999999997,discrimination-1.12
110,9,48,15,10,81801.30799999999,discrimination-1.12
111,9,48,22,1,9502.984,discrimination-1.12
112,9,48,34,10,68956.946,discrimination-1.12
113,9,48,42,10,54310.7938,discrimination-1.12
114,9,48,46,5,29896.118000000002,discrimination-1.12
115,9,48,49,10,86512.949,discrimination-1.12
116,9,48,50,10,90466.622,discrimination-1.12
117,9,48,72,10,57827.719000000005,discrimination-1.12
118,9,48,89,10,59269.528999999995,discrimination-1.12
119,9,48,95,10,66142.56860000001,discrimination-1.12
120,9,48,13,2,25522.576999999997,variance
121,9,48,15,10,59960.498,variance
122,9,48,22,1,13556.31,variance
123,9,48,34,10,68956.946,variance
124,9,48,42,10,54310.7938,variance
125,9,48,46,5,29896.118000000002,variance
126,9,48,49,10,86512.949,variance
127,9,48,50,10,90466.622,variance
128,9,48,72,7,44336.34,variance
129,9,48,89,10,59269.528999999995,variance
130,9,48,95,10,66142.56860000001,variance
131,5,89,0,8,24254.871,udd-1.4-0.2
132,5,89,15,10,5007.646000000001,udd-1.4-0.2
133,5,89,48,6,19820.025999999998,udd-1.4-0.2
134,5,89,50,4,6689.96,udd-1.4-0.2
135,5,89,72,10,3665.517,udd-1.4-0.2
136,8,89,21,10,39405.045000000006,udd-1.4-0.2
137,8,89,34,10,23496.949,udd-1.4-0.2
138,8,89,48,10,40286.904,udd-1.4-0.2
139,8,89,50,2,7403.817,udd-1.4-0.2
140,8,89,95,10,12618.372,udd-1.4-0.2
141,4,95,0,9,28016.875,udd-1.4-0.2
142,4,95,6,4,987.366,udd-1.4-0.2
143,4,95,14,10,34773.56,udd-1.4-0.2
144,4,95,15,10,29441.191799999997,udd-1.4-0.2
145,4,95,21,10,37702.888,udd-1.4-0.2
146,4,95,48,10,21410.684699999998,udd-1.4-0.2
147,4,95,57,7,9319.536800000002,udd-1.4-0.2
148,4,95,89,10,12209.355500000001,udd-1.4-0.2
149,7,34,0,10,57596.49399999999,random
150,7,34,6,10,36000.32,random
151,7,34,9,10,42393.012,random
152,7,34,15,10,29479.520000000004,random
153,7,34,26,10,38456.219000000005,random
154,7,34,48,10,21291.74,random
155,7,34,49,10,12506.093,random
156,7,34,50,10,58839.151000000005,random
157,7,34,60,8,46800.88,random
158,7,34,66,2,768.828,random
159,7,34,72,10,67141.42499999999,random
160,7,34,89,10,36276.657,random
161,7,34,95,10,23085.426,random
162,9,48,13,2,9677.246,udd-1.4-0.2
163,9,48,15,10,42947.788,udd-1.4-0.2
164,9,48,22,2,13556.31,udd-1.4-0.2
165,9,48,34,10,50644.819,udd-1.4-0.2
166,9,48,42,1,13556.33,udd-1.4-0.2
167,9,48,46,3,24224.639,udd-1.4-0.2
168,9,48,49,10,53175.505000000005,udd-1.4-0.2
169,9,48,50,10,56796.155,udd-1.4-0.2
170,9,48,72,10,33330.179,udd-1.4-0.2
171,9,48,89,10,55237.698,udd-1.4-0.2
172,9,48,95,10,33096.2754,udd-1.4-0.2
173,7,34,0,10,76045.409,discrimination-1.12
174,7,34,6,10,93786.92599999999,discrimination-1.12
175,7,34,9,10,56243.76499999999,discrimination-1.12
176,7,34,15,10,57410.901000000005,discrimination-1.12
177,7,34,26,10,90288.894,discrimination-1.12
178,7,34,48,10,82402.72400000002,discrimination-1.12
179,7,34,49,10,124223.61200000001,discrimination-1.12
180,7,34,50,10,79251.619,discrimination-1.12
181,7,34,60,10,82338.156,discrimination-1.12
182,7,34,66,2,2181.4,discrimination-1.12
183,7,34,72,10,79127.50200000001,discrimination-1.12
184,7,34,89,7,37661.551,discrimination-1.12
185,7,34,95,10,71095.6348,discrimination-1.12
186,7,34,0,10,76045.409,variance
187,7,34,6,10,93786.92599999999,variance
188,7,34,9,10,56243.76499999999,variance
189,7,34,15,10,61615.295,variance
190,7,34,26,10,90288.894,variance
191,7,34,48,10,82402.72400000002,variance
192,7,34,49,10,124223.61200000001,variance
193,7,34,50,10,79251.619,variance
194,7,34,60,10,82338.156,variance
195,7,34,66,10,80372.312,variance
196,7,34,72,10,79127.50200000001,variance
197,7,34,89,7,37661.551,variance
198,7,34,95,10,71095.6348,variance
199,7,34,0,10,84956.078,uncertainty
200,7,34,6,10,109772.105,uncertainty
201,7,34,9,10,83364.26299999999,uncertainty
202,7,34,15,10,56754.705,uncertainty
203,7,34,26,10,125127.413,uncertainty
204,7,34,48,10,63722.602000000006,uncertainty
205,7,34,49,10,127267.661,uncertainty
206,7,34,50,10,86050.404,uncertainty
207,7,34,60,10,78728.96399999999,uncertainty
208,7,34,66,10,88993.494,uncertainty
209,7,34,72,10,89290.94499999999,uncertainty
210,7,34,89,4,24113.802000000003,uncertainty
211,7,34,95,10,77734.1087,uncertainty
212,0,48,3,8,70953.67400000001,variance
213,0,48,6,10,61765.679000000004,variance
214,0,48,8,2,20143.576,variance
215,0,48,10,3,22520.875999999997,variance
216,0,48,15,10,62642.97,variance
217,0,48,17,1,10920.4,variance
218,0,48,21,10,82352.03,variance
219,0,48,22,3,29797.784,variance
220,0,48,27,1,9223.166,variance
221,0,48,49,2,11314.915,variance
222,0,48,50,10,94675.36200000001,variance
223,0,48,60,10,91399.6124,variance
224,0,48,66,10,81719.931,variance
225,0,48,70,10,88859.41699999999,variance
226,0,48,72,10,87441.08899999998,variance
227,0,48,85,10,91542.29900000001,variance
228,0,48,89,10,56208.74499999999,variance
229,0,48,95,10,80764.45400000001,variance
230,0,48,3,3,9347.466,random
231,0,48,6,10,50415.387,random
232,0,48,8,5,9316.241,random
233,0,48,10,3,18000.16,random
234,0,48,15,10,19860.807,random
235,0,48,17,1,13556.31,random
236,0,48,21,10,95569.194,random
237,0,48,22,10,48487.058,random
238,0,48,27,5,12496.046,random
239,0,48,49,9,12130.964,random
240,0,48,50,10,40456.693,random
241,0,48,60,10,43481.043000000005,random
242,0,48,66,10,49833.81199999999,random
243,0,48,70,8,57263.723,random
244,0,48,72,10,30861.411999999997,random
245,0,48,85,4,11580.130000000001,random
246,0,48,89,10,12244.550000000001,random
247,0,48,95,10,28525.499300000003,random
248,0,48,3,8,70953.67400000001,discrimination-1.12
249,0,48,6,10,61765.679000000004,discrimination-1.12
250,0,48,8,1,9223.235999999999,discrimination-1.12
251,0,48,10,3,22520.875999999997,discrimination-1.12
252,0,48,15,10,62642.97,discrimination-1.12
253,0,48,17,1,10920.4,discrimination-1.12
254,0,48,21,10,82352.03,discrimination-1.12
255,0,48,22,3,29797.784,discrimination-1.12
256,0,48,27,1,9223.166,discrimination-1.12
257,0,48,49,2,11314.915,discrimination-1.12
258,0,48,50,10,94675.36200000001,discrimination-1.12
259,0,48,60,10,91399.6124,discrimination-1.12
260,0,48,66,10,81719.931,discrimination-1.12
261,0,48,70,10,88859.41699999999,discrimination-1.12
262,0,48,72,10,87441.08899999998,discrimination-1.12
263,0,48,85,10,91542.29900000001,discrimination-1.12
264,0,48,89,10,56208.74499999999,discrimination-1.12
265,0,48,95,10,80764.45400000001,discrimination-1.12
266,0,48,3,9,40733.284,udd-1.4-0.2
