,seed,incumbent,challenger,selected_instances,additional_time,selection
0,1,58,16,10,20547.514900000002,random
1,1,58,22,10,22129.459,random
2,1,58,86,1,2436.24,random
3,1,58,16,10,149.12249999999997,variance
4,1,58,22,10,481.4914,variance
5,1,58,86,10,24.3188,variance
6,1,58,16,10,149.12249999999997,discrimination-1.12
7,1,58,22,10,481.4914,discrimination-1.12
8,1,58,86,10,23.4376,discrimination-1.12
9,1,58,16,10,29.9432,uncertainty
10,1,58,22,10,4388.677100000001,uncertainty
11,1,58,86,10,23.8946,uncertainty
12,4,22,1,10,24404.750999999997,random
13,4,22,16,10,16740.282600000002,random
14,4,22,58,10,20936.189099999996,random
15,4,22,62,1,2955.66,random
16,4,22,86,10,22770.5543,random
17,4,22,1,10,35.416399999999996,discrimination-1.12
18,4,22,16,10,36.9237,discrimination-1.12
19,4,22,58,10,27.273000000000003,discrimination-1.12
20,4,22,62,2,1.8786,discrimination-1.12
21,4,22,86,10,14.5984,discrimination-1.12
22,4,22,1,10,35.416399999999996,variance
23,4,22,16,10,525.7051,variance
24,4,22,58,10,40.3067,variance
25,4,22,62,2,1.8786,variance
26,4,22,86,10,25.6565,variance
27,5,1,16,10,7448.419599999999,variance
28,5,1,22,10,32.7812,variance
29,5,1,58,10,21.304000000000002,variance
30,5,1,61,10,29.1921,variance
31,5,1,86,10,20.6048,variance
32,4,22,1,10,32.5599,uncertainty
33,4,22,16,10,827.1646999999999,uncertainty
34,4,22,58,10,56.341899999999995,uncertainty
35,4,22,62,3,2.4387999999999996,uncertainty
36,4,22,86,10,34.9084,uncertainty
37,5,1,16,10,26430.165999999997,random
38,5,1,22,10,23643.864700000002,random
39,5,1,58,10,24249.272,random
40,5,1,61,10,24021.076999999997,random
41,5,1,86,10,27020.597199999997,random
42,5,1,16,10,7377.9263,discrimination-1.12
43,5,1,22,10,7381.9287,discrimination-1.12
44,5,1,58,10,21.304000000000002,discrimination-1.12
45,5,1,61,10,22.3873,discrimination-1.12
46,5,1,86,10,20.6048,discrimination-1.12
47,5,1,16,10,15464.270600000003,uncertainty
48,5,1,22,10,4437.3895,uncertainty
49,5,1,58,10,28.6371,uncertainty
50,5,1,61,10,4384.8769999999995,uncertainty
51,5,1,86,10,2574.4869000000003,uncertainty
52,3,84,12,1,3790.66,random
53,3,84,18,10,33252.446,random
54,3,84,27,10,39596.153999999995,random
55,3,84,61,10,27894.8595,random
56,3,84,63,10,28614.8487,random
57,3,84,67,10,26251.173000000003,random
58,3,84,12,10,12815.9478,discrimination-1.12
59,3,84,18,10,3237.0854,discrimination-1.12
60,3,84,27,6,1980.1085999999998,discrimination-1.12
61,3,84,61,7,2251.2355,discrimination-1.12
62,3,84,63,10,3681.2395,discrimination-1.12
63,3,84,67,10,7504.287000000001,discrimination-1.12
64,3,84,12,10,12874.923999999999,variance
65,3,84,18,10,3283.5142000000005,variance
66,3,84,27,7,2629.3292,variance
67,3,84,61,7,2348.2666,variance
68,3,84,63,10,3748.6405999999997,variance
69,3,84,67,10,7663.175000000001,variance
70,3,84,12,4,8836.0369,uncertainty
71,3,84,18,10,3263.717,uncertainty
72,3,84,27,7,2595.4939,uncertainty
73,3,84,61,7,2230.6202000000003,uncertainty
74,3,84,63,10,3728.5730999999996,uncertainty
75,3,84,67,10,24057.884,uncertainty
76,1,58,16,10,14127.6001,udd-1.4-0.2
77,1,58,22,10,5282.9631,udd-1.4-0.2
78,1,58,86,10,2799.8410999999996,udd-1.4-0.2
79,9,22,1,10,27982.969,random
80,9,22,6,10,26548.102,random
81,9,22,16,10,28579.521,random
82,9,22,27,10,25167.503999999997,random
83,9,22,49,1,2884.075,random
84,9,22,58,10,29343.106,random
85,9,22,61,10,26396.4529,random
86,9,22,86,10,25563.451999999994,random
87,8,27,1,10,23934.871300000003,random
88,8,27,6,10,22219.543400000002,random
89,8,27,22,10,27289.551900000002,random
90,8,27,32,10,25495.6254,random
91,8,27,61,10,21659.456399999995,random
92,8,27,63,10,22493.9641,random
93,8,27,86,10,25516.520600000003,random
94,8,27,1,10,5949.0781,discrimination-1.12
95,8,27,6,10,406.5944999999999,discrimination-1.12
96,8,27,22,10,1104.5164,discrimination-1.12
97,8,27,32,10,586.4832,discrimination-1.12
98,8,27,61,10,401.6769999999999,discrimination-1.12
99,8,27,63,10,449.6288,discrimination-1.12
100,8,27,86,10,397.0198,discrimination-1.12
101,8,27,1,10,397.47599999999994,variance
102,8,27,6,10,427.41739999999993,variance
103,8,27,22,10,1106.3236,variance
104,8,27,32,10,588.1397000000001,variance
105,8,27,61,10,408.62679999999995,variance
106,8,27,63,10,470.12699999999995,variance
107,8,27,86,10,397.0198,variance
108,9,22,1,10,554.946,discrimination-1.12
109,9,22,6,10,516.9122,discrimination-1.12
110,9,22,16,10,487.103,discrimination-1.12
111,9,22,27,10,499.4636,discrimination-1.12
112,9,22,49,10,495.1795,discrimination-1.12
113,9,22,58,10,472.6456000000001,discrimination-1.12
114,9,22,61,10,73.8462,discrimination-1.12
115,9,22,86,10,448.9472,discrimination-1.12
116,9,22,1,10,479.808,variance
117,9,22,6,10,485.70150000000007,variance
118,9,22,16,10,473.47779999999995,variance
119,9,22,27,10,502.419,variance
120,9,22,49,10,486.3323,variance
121,9,22,58,10,479.01210000000003,variance
122,9,22,61,10,22.908099999999997,variance
123,9,22,86,10,448.9472,variance
124,7,61,6,10,122.3224,discrimination-1.12
125,7,61,22,10,561.8088,discrimination-1.12
126,7,61,27,10,900.8228,discrimination-1.12
127,7,61,32,10,251.4208,discrimination-1.12
128,7,61,49,10,111.92110000000001,discrimination-1.12
129,7,61,67,10,4394.7245,discrimination-1.12
130,7,61,84,10,3448.7039999999997,discrimination-1.12
131,7,61,86,10,59.50899999999999,discrimination-1.12
132,7,61,6,10,198.868,variance
133,7,61,22,10,561.8088,variance
134,7,61,27,10,900.8228,variance
135,7,61,32,10,251.4208,variance
136,7,61,49,10,102.5463,variance
137,7,61,67,10,4386.0136,variance
138,7,61,84,10,3448.704,variance
139,7,61,86,10,65.32679999999999,variance
140,7,61,6,10,21726.891600000003,random
141,7,61,22,10,29083.319699999996,random
142,7,61,27,10,30920.747199999998,random
143,7,61,32,10,22975.728,random
144,7,61,49,10,35057.883299999994,random
145,7,61,67,10,30106.352899999998,random
146,7,61,84,10,28782.663,random
147,7,61,86,10,23881.936,random
148,6,71,12,10,38851.5036,random
149,6,71,14,10,30640.4158,random
150,6,71,18,10,32634.38,random
151,6,71,39,10,35828.42,random
152,6,71,41,10,33867.999500000005,random
153,6,71,42,10,33890.8759,random
154,6,71,49,10,23770.016099999997,random
155,6,71,63,9,31093.117,random
156,6,71,98,10,35544.8944,random
157,4,22,1,10,11774.7179,udd-1.4-0.2
158,4,22,16,10,14254.454,udd-1.4-0.2
159,4,22,58,10,18571.121900000002,udd-1.4-0.2
