,seed,incumbent,challenger,selected_instances,additional_time,selection
0,4,62,45,10,19.711,variance
1,4,62,45,10,19.711,discrimination-1.12
2,4,62,45,10,18895.7729,random
3,0,62,16,2,2.3505000000000003,variance
4,0,62,45,10,14.936600000000002,variance
5,4,62,45,10,25.8076,uncertainty
6,4,62,45,10,3770.9638999999997,udd-1.4-0.2
7,0,62,16,2,2.3505000000000003,discrimination-1.12
8,0,62,45,10,16.7887,discrimination-1.12
9,0,62,16,2,1.5342,uncertainty
10,0,62,45,10,73.24889999999999,uncertainty
11,0,62,16,2,20.9404,udd-1.4-0.2
12,0,62,45,10,7036.3648,udd-1.4-0.2
13,0,62,16,6,9835.2664,random
14,0,62,45,10,20662.229000000003,random
15,7,58,16,10,30.9465,discrimination-1.12
16,7,58,22,10,461.29080000000005,discrimination-1.12
17,7,58,16,10,30.946500000000007,variance
18,7,58,22,10,40.6139,variance
19,7,58,16,10,19147.7331,random
20,7,58,22,10,23067.27,random
21,6,62,16,10,36.332100000000004,variance
22,6,62,45,10,432.0635,variance
23,6,62,16,10,26286.0043,random
24,6,62,45,10,21118.364,random
25,6,62,16,10,25.415100000000002,discrimination-1.12
26,6,62,45,10,443.5523,discrimination-1.12
27,7,58,16,10,13.2468,uncertainty
28,7,58,22,10,1419.3627,uncertainty
29,6,62,16,9,12238.102,uncertainty
30,6,62,45,10,457.51730000000003,uncertainty
31,7,58,16,10,2805.598,udd-1.4-0.2
32,7,58,22,10,6005.2505,udd-1.4-0.2
33,6,62,16,10,15572.318399999996,udd-1.4-0.2
34,6,62,45,10,14402.617799999998,udd-1.4-0.2
35,5,61,22,10,24622.025999999998,random
36,5,61,27,10,31974.063000000006,random
37,5,61,49,10,33005.676,random
38,5,61,86,10,23536.3992,random
39,5,61,22,10,517.6869,discrimination-1.12
40,5,61,27,10,189.928,discrimination-1.12
41,5,61,49,10,56.9413,discrimination-1.12
42,5,61,86,10,56.19879999999999,discrimination-1.12
43,5,61,22,10,517.6869,variance
44,5,61,27,10,189.928,variance
45,5,61,49,10,58.055099999999996,variance
46,5,61,86,10,56.19879999999999,variance
47,5,61,22,10,521.3504,uncertainty
48,5,61,27,10,6463.9257,uncertainty
49,5,61,49,10,70.2683,uncertainty
50,5,61,86,10,61.5338,uncertainty
51,5,61,22,10,21186.840500000002,udd-1.4-0.2
52,5,61,27,10,20649.263899999998,udd-1.4-0.2
53,5,61,49,10,26669.075,udd-1.4-0.2
54,5,61,86,10,27535.175399999996,udd-1.4-0.2
55,8,86,1,10,23938.728,random
56,8,86,6,10,30367.0296,random
57,8,86,22,10,39264.90930000001,random
58,8,86,27,10,22771.9696,random
59,8,86,58,1,1996.6390000000001,random
60,8,86,1,10,20563.7704,udd-1.4-0.2
61,8,86,6,10,15379.8298,udd-1.4-0.2
62,8,86,22,10,11336.3776,udd-1.4-0.2
63,8,86,27,10,17146.878899999996,udd-1.4-0.2
64,8,86,58,3,8592.568,udd-1.4-0.2
65,8,86,1,10,19.6388,variance
66,8,86,6,10,39.0797,variance
67,8,86,22,10,40.851000000000006,variance
68,8,86,27,10,11.547399999999998,variance
69,8,86,58,10,29.399699999999996,variance
70,8,86,1,10,19.6388,discrimination-1.12
71,8,86,6,10,33.2959,discrimination-1.12
72,8,86,22,10,40.851000000000006,discrimination-1.12
73,8,86,27,10,401.31759999999997,discrimination-1.12
74,8,86,58,10,29.399699999999996,discrimination-1.12
75,8,86,1,10,2562.6513000000004,uncertainty
76,8,86,6,10,60.3848,uncertainty
77,8,86,22,10,65.74869999999999,uncertainty
78,8,86,27,10,400.37989999999996,uncertainty
79,8,86,58,10,7.4306,uncertainty
