,seed,incumbent,challenger,selected_instances,additional_time,selection
0,5,35,26,1,1140.05,random
1,5,35,26,3,6563.602,udd-1.4-0.2
2,3,58,16,10,528.3757,discrimination-1.12
3,8,62,45,10,23219.703999999998,random
4,8,62,45,10,431.81,discrimination-1.12
5,3,58,16,10,522.5457,variance
6,8,62,45,10,242.3888,variance
7,3,58,16,10,24196.1984,random
8,3,58,16,10,23.6309,uncertainty
9,5,35,26,10,26.0092,discrimination-1.12
10,8,62,45,10,19161.107500000002,udd-1.4-0.2
11,5,35,26,10,26.0092,variance
12,8,62,45,10,58.72730000000001,uncertainty
13,3,58,16,10,32004.460000000003,udd-1.4-0.2
14,5,35,26,10,297.61780000000005,uncertainty
15,9,58,16,10,26.0858,discrimination-1.12
16,9,58,22,10,23.8485,discrimination-1.12
17,9,58,86,10,23.8611,discrimination-1.12
18,9,58,16,10,26.0858,variance
19,9,58,22,10,23.8485,variance
20,9,58,86,10,23.3781,variance
21,9,58,16,10,17457.327299999997,random
22,9,58,22,10,14103.345000000001,random
23,9,58,86,10,26240.4419,random
24,9,58,16,10,12.5206,uncertainty
25,9,58,22,10,61.148399999999995,uncertainty
26,9,58,86,10,44.14459999999999,uncertainty
27,9,58,16,10,19741.005099999995,udd-1.4-0.2
28,9,58,22,10,22981.235000000004,udd-1.4-0.2
29,9,58,86,10,17913.802300000007,udd-1.4-0.2
