,seed,incumbent,challenger,selected_instances,additional_time,selection
0,5,33,43,10,0.6180000000000001,variance
1,5,33,43,10,2004.9144999999996,random
2,5,33,43,10,0.1855,discrimination-1.12
3,6,43,18,10,0.3855999999999999,variance
4,6,43,33,10,5.4328,variance
5,7,18,33,10,1299.1276999999998,random
6,7,18,43,10,853.2709,random
7,6,43,18,10,0.09420000000000002,discrimination-1.12
8,6,43,33,10,0.040900000000000006,discrimination-1.12
9,6,43,18,10,1161.9334000000001,random
10,6,43,33,10,1779.0199,random
11,7,18,33,10,5.3328999999999995,discrimination-1.12
12,7,18,43,10,0.1714,discrimination-1.12
13,7,18,33,10,0.5465,variance
14,7,18,43,10,0.32189999999999996,variance
15,5,33,43,10,0.0295,uncertainty
16,6,43,18,10,0.03339999999999999,uncertainty
17,6,43,33,10,0.0326,uncertainty
18,7,18,33,10,0.0305,uncertainty
19,7,18,43,10,0.030799999999999998,uncertainty
20,3,26,3,10,1352.8778000000002,random
21,3,26,20,10,2170.4329,random
22,3,26,45,10,2597.0517,random
23,3,26,75,10,1600.4163999999998,random
24,3,26,80,10,2123.2659000000003,random
25,3,26,3,10,0.09699999999999999,discrimination-1.12
26,3,26,20,10,0.16519999999999999,discrimination-1.12
27,3,26,45,10,0.0706,discrimination-1.12
28,3,26,75,10,0.0706,discrimination-1.12
29,3,26,80,10,0.08709999999999998,discrimination-1.12
30,3,26,3,10,301.5595,variance
31,3,26,20,10,0.8797999999999999,variance
32,3,26,45,10,0.2874,variance
33,3,26,75,10,0.23110000000000003,variance
34,3,26,80,10,0.17689999999999995,variance
35,5,33,43,10,0.5133000000000001,udd-1.4-0.2
36,0,18,2,10,1450.7143000000003,random
37,0,18,7,1,5.6359,random
38,0,18,17,10,1802.8998,random
39,0,18,33,10,2412.5058,random
40,0,18,35,10,432.9024,random
41,0,18,43,10,1929.3310000000001,random
42,0,18,47,10,1201.6213,random
43,3,26,3,10,0.0347,uncertainty
44,3,26,20,10,0.0302,uncertainty
45,3,26,45,10,0.030700000000000005,uncertainty
46,3,26,75,10,0.030899999999999993,uncertainty
47,3,26,80,10,0.0305,uncertainty
48,6,43,18,10,0.2559,udd-1.4-0.2
49,6,43,33,10,0.2546,udd-1.4-0.2
50,0,18,2,9,1201.9102000000003,variance
51,0,18,7,10,4.3666,variance
52,0,18,17,10,4.7472,variance
53,0,18,33,10,3.3252000000000006,variance
54,0,18,35,10,8.4689,variance
55,0,18,43,10,4.3698999999999995,variance
56,0,18,47,10,3.6322,variance
57,0,18,2,10,0.24780000000000002,discrimination-1.12
58,0,18,7,10,0.2723,discrimination-1.12
59,0,18,17,10,0.367,discrimination-1.12
60,0,18,33,10,5.3221,discrimination-1.12
61,0,18,35,10,0.10160000000000001,discrimination-1.12
62,0,18,43,10,0.06949999999999999,discrimination-1.12
63,0,18,47,10,0.0866,discrimination-1.12
64,0,18,2,10,0.032,uncertainty
65,0,18,7,10,0.0308,uncertainty
66,0,18,17,10,0.031200000000000006,uncertainty
67,0,18,33,10,0.0305,uncertainty
68,0,18,35,10,0.030699999999999998,uncertainty
69,0,18,43,10,0.030599999999999995,uncertainty
70,0,18,47,10,0.0312,uncertainty
71,7,18,33,10,2401.1119,udd-1.4-0.2
72,7,18,43,10,1201.4055999999998,udd-1.4-0.2
73,4,1,0,10,544.3505,random
74,4,1,2,10,2847.8446,random
75,4,1,17,10,2371.1651,random
76,4,1,34,10,1767.2767,random
77,4,1,35,10,1814.8912,random
78,4,1,47,10,2363.8633999999997,random
79,4,1,49,10,2469.0442999999996,random
80,4,1,71,2,0.8499000000000001,random
81,4,1,77,10,1861.1500000000003,random
82,3,26,3,10,0.4505,udd-1.4-0.2
83,3,26,20,10,601.3974,udd-1.4-0.2
84,3,26,45,10,1802.0459999999998,udd-1.4-0.2
85,3,26,75,10,1802.6399000000004,udd-1.4-0.2
86,3,26,80,10,0.509,udd-1.4-0.2
87,4,1,0,10,0.0592,discrimination-1.12
88,4,1,2,10,0.10450000000000001,discrimination-1.12
89,4,1,17,10,0.07940000000000001,discrimination-1.12
90,4,1,34,10,0.1309,discrimination-1.12
91,4,1,35,10,0.1256,discrimination-1.12
92,4,1,47,10,0.13069999999999998,discrimination-1.12
93,4,1,49,10,0.1261,discrimination-1.12
94,4,1,71,10,0.1285,discrimination-1.12
95,4,1,77,10,0.1268,discrimination-1.12
96,4,1,0,10,1.4221000000000001,variance
97,4,1,2,10,0.8881,variance
98,4,1,17,10,0.8805,variance
99,4,1,34,10,1.1527,variance
100,4,1,35,10,0.939,variance
101,4,1,47,10,0.8609,variance
102,4,1,49,10,1.0656,variance
103,4,1,71,10,0.973,variance
104,4,1,77,10,0.9071,variance
105,1,35,0,10,0.694,variance
106,1,35,1,10,0.8348,variance
107,1,35,7,10,0.6717,variance
108,1,35,17,10,0.6517,variance
109,1,35,21,10,0.598,variance
110,1,35,36,10,0.7010000000000001,variance
111,1,35,37,10,1.4695000000000003,variance
112,1,35,47,10,0.7046,variance
113,1,35,72,10,0.7121,variance
114,1,35,77,10,0.7510000000000001,variance
115,1,35,0,10,0.17409999999999998,discrimination-1.12
116,1,35,1,10,0.2716,discrimination-1.12
117,1,35,7,10,0.23529999999999998,discrimination-1.12
118,1,35,17,10,0.203,discrimination-1.12
119,1,35,21,10,0.18059999999999998,discrimination-1.12
120,1,35,36,10,0.186,discrimination-1.12
121,1,35,37,10,0.2803,discrimination-1.12
122,1,35,47,10,0.1793,discrimination-1.12
123,1,35,72,10,0.199,discrimination-1.12
124,1,35,77,10,0.1881,discrimination-1.12
125,0,18,2,10,1801.1966,udd-1.4-0.2
126,0,18,7,10,1.0449000000000002,udd-1.4-0.2
127,0,18,17,10,601.0256,udd-1.4-0.2
128,0,18,33,10,600.9119000000001,udd-1.4-0.2
